GSM4118072	Central Nervous System	GSM4117772	Liver	0.7397702503094787	-0.1648919518027917	0.10171832484783332	0.07802879977399685
GSM4118072	Central Nervous System	GSM4117805	Heart	0.8489633524163485	-0.1063106700079713	0.004398609436839802	0.10495271584541738
GSM4117772	Liver	GSM4117805	Heart	0.6380162897596403	0.15356186050135429	-0.13592553753340442	-0.06894275496586505
