group	variable	value
higher	value	0.344121925063291
higher	value	0.225030755588235
higher	value	0.655271026956522
higher	value	0.852456420338983
higher	value	0.370119612727273
higher	value	0.115438045196078
higher	value	0.176985807288136
higher	value	0.128428604682927
higher	value	0.116074323701754
higher	value	0.499509283469388
higher	value	0.606838000793103
higher	value	0.233345692638889
higher	value	0.700661601016949
higher	value	0.310523845679012
higher	value	0.16702141178771
higher	value	0.178580437807487
higher	value	0.307062634618182
higher	value	0.431499411363636
higher	value	0.110780460219512
higher	value	0.193338787391304
higher	value	0.470377894310345
higher	value	0.152642764666667
higher	value	0.258596141794311
higher	value	0.226207806043956
higher	value	0.145018189555556
higher	value	0.718120575116279
higher	value	0.546499353409091
higher	value	0.5297073866
higher	value	0.659427228
higher	value	0.414132180806452
higher	value	0.143389956621622
higher	value	0.586305769111111
higher	value	0.289055909777778
higher	value	0.171622358666667
higher	value	0.652849015319149
higher	value	0.102945744790698
higher	value	0.250695596219512
higher	value	0.0930915345045872
higher	value	0.106524841661538
higher	value	0.244170385576923
higher	value	0.891915472678572
higher	value	0.140573330846154
higher	value	0.873556600232558
higher	value	0.642048205609756
higher	value	0.134439385744186
higher	value	0.181026512297297
higher	value	0.262795864736842
higher	value	0.259317557826087
higher	value	0.7129029925
higher	value	0.104731889204545
higher	value	0.0881879045217391
higher	value	0.368160366935484
higher	value	0.0794974465744681
higher	value	0.608614544852941
higher	value	0.877592976495726
higher	value	0.176092989565217
higher	value	0.661141193137255
higher	value	0.191778802048193
higher	value	0.2012080432
higher	value	0.145922163039216
higher	value	0.112592798404255
higher	value	0.89194187902439
higher	value	0.199789352280702
higher	value	0.132728149573529
higher	value	0.107532008695652
higher	value	0.0924302629661017
higher	value	0.0871760906022727
higher	value	0.157138894117647
higher	value	0.216786505909091
higher	value	0.359101258461538
higher	value	0.17634264245283
higher	value	0.904558560675676
higher	value	0.28124516375
higher	value	0.128864289345238
higher	value	0.784486280483871
higher	value	0.153452947640449
higher	value	0.17358796562963
higher	value	0.454258568305085
higher	value	0.869426869863014
higher	value	0.176258467821782
higher	value	0.212821122222222
higher	value	0.535311663741497
higher	value	0.557642519813084
higher	value	0.157868512179487
higher	value	0.74995629787234
higher	value	0.0961453548333333
higher	value	0.125169388904762
higher	value	0.371705474642857
higher	value	0.883861108806818
higher	value	0.357685655789474
higher	value	0.362097549354839
higher	value	0.793796497580645
higher	value	0.252746130227273
higher	value	0.852780148421053
higher	value	0.868856379285714
higher	value	0.216084293493976
higher	value	0.12535387284375
higher	value	0.1498512464
higher	value	0.474789921454545
higher	value	0.907714024591837
higher	value	0.503518647857143
higher	value	0.302051953364486
higher	value	0.314600816049383
higher	value	0.39440188712766
higher	value	0.0996588017380952
higher	value	0.174717976808511
higher	value	0.837423862
higher	value	0.794683584210526
higher	value	0.112058979414634
higher	value	0.290462821309524
higher	value	0.703077493797101
higher	value	0.0977967671860465
higher	value	0.820080643731343
higher	value	0.103998515
higher	value	0.431419899029126
higher	value	0.327584442421053
higher	value	0.166174667916667
higher	value	0.208776669545455
higher	value	0.281665258461538
higher	value	0.273632114155844
higher	value	0.25169938046875
higher	value	0.133338578410256
higher	value	0.121065181942857
higher	value	0.581731978940397
higher	value	0.155635101560694
higher	value	0.768572079574468
higher	value	0.224062934090909
higher	value	0.165591200625
higher	value	0.51632989551282
higher	value	0.506128426708861
higher	value	0.152724686619718
higher	value	0.742346970357143
higher	value	0.171151492626263
higher	value	0.186975993424658
higher	value	0.130717800114865
higher	value	0.874484808676471
higher	value	0.240277513928571
higher	value	0.502917434772727
higher	value	0.387225691071429
higher	value	0.277058859361702
higher	value	0.151638271428571
higher	value	0.121241099948718
nc	value	0.888555248947368
nc	value	0.789802941842105
nc	value	0.932152407631579
nc	value	0.771602888157895
nc	value	0.271883562131579
nc	value	0.764397408421053
nc	value	0.858527872820513
nc	value	0.308103573333333
nc	value	0.747026678717949
nc	value	0.863715213589744
nc	value	0.844561905384615
nc	value	0.754045737948718
nc	value	0.687573826
nc	value	0.38383737975
nc	value	0.605464389
nc	value	0.605433718780488
nc	value	0.614506113902439
nc	value	0.855625892439024
nc	value	0.835135605121951
nc	value	0.731133902195122
nc	value	0.472708307560976
nc	value	0.703879495365854
nc	value	0.857900402682927
nc	value	0.835053328048781
nc	value	0.354717898571429
nc	value	0.51178758
nc	value	0.795390850952381
nc	value	0.819687121428571
nc	value	0.662277176904762
nc	value	0.765380220930233
nc	value	0.709967060930233
nc	value	0.277790635348837
nc	value	0.740873186744186
nc	value	0.0923366487906977
nc	value	0.578769474772727
nc	value	0.841874137045455
nc	value	0.579319811590909
nc	value	0.893480809545455
nc	value	0.897128147333333
nc	value	0.759781735555556
nc	value	0.594633608
nc	value	0.864218062666667
nc	value	0.896244773333333
nc	value	0.324821495434783
nc	value	0.325856104347826
nc	value	0.887217132608696
nc	value	0.326001443043478
nc	value	0.840834177608696
nc	value	0.283320245869565
nc	value	0.787202545744681
nc	value	0.85419272212766
nc	value	0.882117225106383
nc	value	0.364972121702128
nc	value	0.822458134893617
nc	value	0.283569429583333
nc	value	0.823134565918367
nc	value	0.681530469183673
nc	value	0.904278179795918
nc	value	0.7266498046
nc	value	0.677659428
nc	value	0.372131738039216
nc	value	0.315324697843137
nc	value	0.844728653137255
nc	value	0.460801851153846
nc	value	0.802902763846154
nc	value	0.6112208322
nc	value	0.464103856538462
nc	value	0.78615386509434
nc	value	0.830022712830189
nc	value	0.830213621886792
nc	value	0.443532493584906
nc	value	0.719771635849057
nc	value	0.506285716037037
nc	value	0.909495672545454
nc	value	0.59901147875
nc	value	0.807602227321429
nc	value	0.776795921071429
nc	value	0.807223008214286
nc	value	0.153712066140351
nc	value	0.924167216724138
nc	value	0.922228056724138
nc	value	0.497261818793103
nc	value	0.895796055344828
nc	value	0.68080921779661
nc	value	0.376632795932203
nc	value	0.567162543220339
nc	value	0.813366555833333
nc	value	0.140464799166667
nc	value	0.682753247333333
nc	value	0.863930164354839
nc	value	0.701322354761905
nc	value	0.125774146063492
nc	value	0.318002605079365
nc	value	0.68416246546875
nc	value	0.82772253375
nc	value	0.13433225721875
nc	value	0.832934741484375
nc	value	0.399912919538462
nc	value	0.664220478461539
nc	value	0.65044058469697
nc	value	0.735841294029851
nc	value	0.731863187313433
nc	value	0.910824198529412
nc	value	0.52481139
nc	value	0.916806646470588
nc	value	0.883003472794118
nc	value	0.781928545428571
nc	value	0.823316468142857
nc	value	0.753799737042254
nc	value	0.721825795070423
nc	value	0.877834543333333
nc	value	0.902793351944444
nc	value	0.545946972027027
nc	value	0.760352502533333
nc	value	0.267735346710526
nc	value	0.848587863766234
nc	value	0.709883033376623
nc	value	0.296464973875
nc	value	0.750682111
nc	value	0.468765343375
nc	value	0.770810589382716
nc	value	0.567191597037037
nc	value	0.749031600365854
nc	value	0.597971602560976
nc	value	0.910013669390244
nc	value	0.438985953658537
nc	value	0.256978509258824
nc	value	0.507714951337209
nc	value	0.85174253137931
nc	value	0.738802604886364
nc	value	0.384028615454545
nc	value	0.789988982696629
nc	value	0.861652906555555
nc	value	0.585338554615385
nc	value	0.31166678173913
nc	value	0.375007750212766
nc	value	0.813749740851064
nc	value	0.786467112736842
nc	value	0.69095316072165
nc	value	0.8308249453
nc	value	0.8772907639
nc	value	0.8167886242
nc	value	0.8749300241
nc	value	0.8363268332
nc	value	0.7256406965
nc	value	0.848600320792079
nc	value	0.606274343168317
nc	value	0.882695020873786
nc	value	0.880733103076923
nc	value	0.832953361759259
nc	value	0.299297842407407
nc	value	0.319715467962963
nc	value	0.809965614090909
nc	value	0.867603882342342
nc	value	0.913907774732143
nc	value	0.575087393660714
nc	value	0.319457391071429
nc	value	0.785992305877193
nc	value	0.770217063304348
nc	value	0.540964327372881
nc	value	0.91176543
nc	value	0.897638540661157
nc	value	0.595918624672131
nc	value	0.55628691008
nc	value	0.66600435627907
nc	value	0.130506883522059
nc	value	0.704632892481752
nc	value	0.836604003333333
nc	value	0.811437416231884
nc	value	0.709071194571429
nc	value	0.597403514857143
nc	value	0.844155342042254
nc	value	0.82959288006993
nc	value	0.893140470482759
nc	value	0.79687494130137
nc	value	0.857721855033112
nc	value	0.119571346311688
nc	value	0.278078654083333
nc	value	0.272876247025316
nc	value	0.777743055575758
nc	value	0.772248946742857
nc	value	0.909178456011236
nc	value	0.75289581852459
nc	value	0.449899387
nc	value	0.872139162682927
nc	value	0.852022944692982
nc	value	0.803396482008734
nc	value	0.905221305147679
nc	value	0.756418694638783
nc	value	0.812282859773585
lower	value	0.115072052486111
lower	value	0.88145223655914
lower	value	0.467139158269231
lower	value	0.336919259746835
lower	value	0.500729008181818
lower	value	0.244382552708333
lower	value	0.613542974307692
lower	value	0.15011790244898
lower	value	0.398042722934783
lower	value	0.200996830512821
lower	value	0.0945865364915254
lower	value	0.8877594875
lower	value	0.144484804489796
lower	value	0.250146459375
lower	value	0.691512895434783
lower	value	0.820264710714286
lower	value	0.74875017
lower	value	0.86877621204
lower	value	0.937119077857143
lower	value	0.111591688189873
lower	value	0.118265780121951
lower	value	0.438624000729167
lower	value	0.381261327674419
lower	value	0.180276786333333
lower	value	0.186229127857143
lower	value	0.245688978404494
lower	value	0.136543941392405
lower	value	0.220875618214286
lower	value	0.425399768965517
lower	value	0.392485706034483
lower	value	0.258919286976744
lower	value	0.305962921
lower	value	0.154939290630252
lower	value	0.21845635425
lower	value	0.351625857604167
lower	value	0.253670336148148
lower	value	0.224903072
lower	value	0.839806826774193
lower	value	0.119486930561644
lower	value	0.322368351478261
lower	value	0.101554221556962
lower	value	0.573026197333333
lower	value	0.79951155384
lower	value	0.317159472391304
lower	value	0.203745474
lower	value	0.360340560066667
lower	value	0.524782532741935
lower	value	0.27523974890641
lower	value	0.409618162190476
lower	value	0.757448671282051
lower	value	0.121918820051282
lower	value	0.234936970588235
lower	value	0.516690635714286
lower	value	0.267732213541667
lower	value	0.24826807725
lower	value	0.306621620714286
lower	value	0.075027923902439
lower	value	0.550196282521739
lower	value	0.356994222115385
lower	value	0.097245364825
lower	value	0.375784341428571
lower	value	0.35981981888
lower	value	0.312378363846154
lower	value	0.147865460416667
lower	value	0.0743485743170732
lower	value	0.151286620178571
lower	value	0.805032556382979
lower	value	0.360033799036145
lower	value	0.100061530383333
lower	value	0.156528739210526
lower	value	0.131466483714286
lower	value	0.610777478
lower	value	0.213616522131148
lower	value	0.892467215352113
lower	value	0.647145457361111
lower	value	0.271582017272727
lower	value	0.267678189390244
lower	value	0.208970072640449
lower	value	0.281506624285714
lower	value	0.114736410892308
lower	value	0.308213121944444
lower	value	0.251558253076923
lower	value	0.413047761558442
lower	value	0.276230447090909
lower	value	0.911301716896552
lower	value	0.680336229320388
lower	value	0.160280034888889
lower	value	0.815291456727273
lower	value	0.794799361447368
lower	value	0.160378117425743
lower	value	0.116222659150685
lower	value	0.512257697692308
lower	value	0.165117378229167
lower	value	0.547378092307692
lower	value	0.157859356559633
lower	value	0.412102223404255
lower	value	0.144986557666667
lower	value	0.223363901944444
lower	value	0.102177413079365
lower	value	0.45063794173913
lower	value	0.208760103617021
lower	value	0.153571015833333
lower	value	0.101539411203704
lower	value	0.770793066849315
lower	value	0.897892842916667
lower	value	0.281565009047619
lower	value	0.160897960819672
lower	value	0.420693589787234
lower	value	0.204735982571429
lower	value	0.120812830159091
lower	value	0.489205257878788
lower	value	0.351842320692308
lower	value	0.837862563939394
lower	value	0.371042514262295
lower	value	0.54771408
lower	value	0.160186974415584
lower	value	0.263849873589744
lower	value	0.636681986
lower	value	0.925243671052632
lower	value	0.202386923409091
lower	value	0.155861041764706
lower	value	0.660917859047619
lower	value	0.217613430789474
lower	value	0.0943481416724138
lower	value	0.19429436225
lower	value	0.431468885588235
lower	value	0.378042074146341
lower	value	0.23697299984252
lower	value	0.0982422432631579
lower	value	0.363054562142857
lower	value	0.0957361474736842
lower	value	0.180542522816901
lower	value	0.116699392319444
lower	value	0.12005677277551
lower	value	0.869155660255102
lower	value	0.239393685108696
lower	value	0.134609787692308
lower	value	0.112260703850575
lower	value	0.09966656428
lower	value	0.264945580638298
lower	value	0.122886069413793
lower	value	0.179055177522124
lower	value	0.330298172155172
lower	value	0.168185243181818
lower	value	0.190848906752137
lower	value	0.173256579672131
lower	value	0.171877587777778
lower	value	0.163869494508197
lower	value	0.54467579375
lower	value	0.811519335806452
lower	value	0.469812082777778
lower	value	0.173188256142857
lower	value	0.17119598035461
lower	value	0.2935350315
lower	value	0.256806134810127
lower	value	0.287010726923077
lower	value	0.0915385225590062
lower	value	0.133771400155556
lower	value	0.23674904744186
lower	value	0.317433613012048
lower	value	0.0813644147962963
lower	value	0.414646983673469
lower	value	0.314682004935065
lower	value	0.738083643454545
lower	value	0.0906455212142857
lower	value	0.364654489516129
lower	value	0.335112400454545
lower	value	0.784016526829268
lower	value	0.11923257845815
lower	value	0.777906913461538
lower	value	0.138648726806723
lower	value	0.393766314736842
lower	value	0.898251111403509
lower	value	0.127701337051948
lower	value	0.243397663205128
lower	value	0.353517519230769
lower	value	0.157287010797101
lower	value	0.228563572678571
lower	value	0.109026182358974
lower	value	0.737851568426966
lower	value	0.0794618730227273
lower	value	0.0722476856052632
lower	value	0.2240068265
lower	value	0.0986643218525897
lower	value	0.381273288548387
lower	value	0.171488935714286
lower	value	0.506783978
lower	value	0.315102869270833
lower	value	0.622343921
lower	value	0.0995309820344828
lower	value	0.300128440731707
lower	value	0.0789865160526316
lower	value	0.245488515818182
lower	value	0.10825058264
lower	value	0.129707404340426
lower	value	0.632472007142857
lower	value	0.103135065522936
lower	value	0.202092282459016
lower	value	0.188812879273743
lower	value	0.229661312428571
lower	value	0.103030474930556
lower	value	0.194550853333333
lower	value	0.153937066409091
lower	value	0.177764227752294
lower	value	0.350556119444444
lower	value	0.477166414821429
lower	value	0.208869601666667
lower	value	0.155806508989899
lower	value	0.162857898780488
lower	value	0.112166848858974
lower	value	0.108599326649485
lower	value	0.848669706107784
lower	value	0.880657933148148
lower	value	0.896650593695652
lower	value	0.1339545613625
lower	value	0.289406474916201
lower	value	0.0958103864210526
lower	value	0.293449651372549
lower	value	0.199733834418605
lower	value	0.411565794225352
lower	value	0.691833374022989
lower	value	0.332978792051282
lower	value	0.171829549545455
lower	value	0.143222668090909
lower	value	0.350997910416667
lower	value	0.117877527359375
lower	value	0.179984696308725
lower	value	0.198581019558824
lower	value	0.892482833964497
lower	value	0.139314933707865
lower	value	0.790223259565217
lower	value	0.793963826135593
lower	value	0.126301193107527
lower	value	0.268453882093023
lower	value	0.195107367073171
lower	value	0.146445870487805
lower	value	0.484868390638298
lower	value	0.233208968333333
lower	value	0.0884717652601626
lower	value	0.28197957
lower	value	0.200561210238095
lower	value	0.170790888255034
lower	value	0.201150024140625
lower	value	0.388471684036697
lower	value	0.298358398870968
lower	value	0.164595127727273
lower	value	0.155137923454545
lower	value	0.467311707977528
lower	value	0.164271582
lower	value	0.55547642041958
lower	value	0.714553249302326
lower	value	0.112238330872881
lower	value	0.1813941256
lower	value	0.445921327619048
lower	value	0.225534498706897
lower	value	0.0774165074927536
lower	value	0.354920043823529
lower	value	0.118845382808511
lower	value	0.187364139534884
lower	value	0.216917556981132
lower	value	0.209536339285714
lower	value	0.1056744793875
lower	value	0.925334672051282
lower	value	0.36879377140625
lower	value	0.0872408569347826
lower	value	0.278473601666667
lower	value	0.168785958055556
lower	value	0.194065805489362
lower	value	0.877442041818182
lower	value	0.19878025078125
lower	value	0.154882380980392
lower	value	0.557582720857143
lower	value	0.0606357475306122
lower	value	0.106632030779412
lower	value	0.471911019910714
lower	value	0.128718433952096
lower	value	0.159140124418605
lower	value	0.324370977692308
lower	value	0.4289157519375
lower	value	0.205366191339286
lower	value	0.614491498604651
lower	value	0.196310236326531
lower	value	0.103591310493506
lower	value	0.397406218453608
lower	value	0.729078676363636
lower	value	0.129841797622449
lower	value	0.667230697540984
lower	value	0.91569701472973
lower	value	0.192189159352518
lower	value	0.276441850614035
lower	value	0.120507997486486
lower	value	0.465264844175824
lower	value	0.353911087254902
lower	value	0.0969456850714286
lower	value	0.170389382307692
lower	value	0.567484838181818
lower	value	0.132770268395349
lower	value	0.177970737582822
lower	value	0.155504036037736
lower	value	0.184225448409091
lower	value	0.124215352081633
lower	value	0.835092122026144
lower	value	0.211806844609375
lower	value	0.642086391650486
lower	value	0.275749687317073
lower	value	0.225816405625
lower	value	0.126501802706897
lower	value	0.372571101521739
lower	value	0.145936385581395
lower	value	0.361860444946309
lower	value	0.617756666444444
lower	value	0.132891220119048
lower	value	0.79403141
lower	value	0.217868182773109
lower	value	0.137995129048781
lower	value	0.608810205333333
lower	value	0.209202839140625
lower	value	0.143823125
lower	value	0.668702921868132
lower	value	0.25006876755102
lower	value	0.755321957948718
lower	value	0.250759475959596
lower	value	0.414843593448276
lower	value	0.258236211111111
lower	value	0.541041545116279
lower	value	0.360994508363636
lower	value	0.367956857272727
lower	value	0.214018309512195
lower	value	0.189824318761905
lower	value	0.600651784202899
lower	value	0.402018080106383
lower	value	0.332691084071429
lower	value	0.165811321576087
lower	value	0.589446487777778
lower	value	0.533880815531915
lower	value	0.35418784
lower	value	0.415731206744186
lower	value	0.355676853636364
lower	value	0.39208898655914
lower	value	0.135499689218182
lower	value	0.782806783877551
lower	value	0.745727991948052
lower	value	0.163938958831169
lower	value	0.296900764032258
lower	value	0.223798803650794
lower	value	0.176414105098039
lower	value	0.564640813694267
lower	value	0.21541789027027
lower	value	0.165631738478261
lower	value	0.285725573695652
lower	value	0.353028127583333
lower	value	0.187794219777778
lower	value	0.620265528873239
lower	value	0.396638732512315
lower	value	0.814250214489796
lower	value	0.474616701318681
lower	value	0.216216307014925
lower	value	0.239625909449541
lower	value	0.7077552634375
lower	value	0.169308228201439
lower	value	0.508831090652174
lower	value	0.141783632
lower	value	0.14126801744186
lower	value	0.323693537228916
lower	value	0.744681791538462
lower	value	0.296055720862069
lower	value	0.705354157311828
lower	value	0.101187061428571
lower	value	0.176100390675676
lower	value	0.271623125121951
lower	value	0.328097504153005
lower	value	0.519349009736842
lower	value	0.239662963968254
lower	value	0.157518943932584
lower	value	0.256465607333333
lower	value	0.656984659520958
lower	value	0.08968333875
lower	value	0.117239986695652
lower	value	0.453864997741935
lower	value	0.132192402285024
lower	value	0.719317147735849
lower	value	0.398620614933333
lower	value	0.737115385384615
lower	value	0.104633000066667
lower	value	0.17496516966443
lower	value	0.913062728596491
lower	value	0.240389106292135
lower	value	0.120058283878981
lower	value	0.186574319868421
lower	value	0.104812169921569
lower	value	0.112717313413462
lower	value	0.112803707022222
lower	value	0.802329764852941
lower	value	0.362461398661417
lower	value	0.082139739264151
lower	value	0.129434897468085
lower	value	0.383524901266667
lower	value	0.234761185580524
lower	value	0.138230191442857
lower	value	0.448554711866667
lower	value	0.311866337192982
lower	value	0.325301578780488
lower	value	0.125434240232558
lower	value	0.121863236666667
lower	value	0.207183275032258
lower	value	0.1103930286
lower	value	0.182118576885246
lower	value	0.521834250153846
lower	value	0.163909361521739
lower	value	0.795114136938776
lower	value	0.227391506166667
lower	value	0.788452511089744
lower	value	0.715721554929577
lower	value	0.108674854833333
lower	value	0.174022877209302
lower	value	0.213952960793651
lower	value	0.156434824861111
lower	value	0.828399356099291
lower	value	0.582936139863014
lower	value	0.17291323
lower	value	0.890690991509434
lower	value	0.291230659555556
lower	value	0.482925772567568
lower	value	0.1594264185
lower	value	0.280062804888889
lower	value	0.138583515517241
lower	value	0.11532918874
lower	value	0.321741543449612
lower	value	0.540714343829787
lower	value	0.348334383953488
lower	value	0.165305301578947
lower	value	0.195773556623377
lower	value	0.836378189636364
lower	value	0.211476294578313
lower	value	0.257970307826087
lower	value	0.226646542033898
lower	value	0.216901764146341
lower	value	0.130013498176471
lower	value	0.374072265
lower	value	0.114472028972973
lower	value	0.28549965125
lower	value	0.313707155733333
lower	value	0.185290547613636
lower	value	0.266925374461538
lower	value	0.174304210258621
lower	value	0.171873169795918
lower	value	0.342323247983193
lower	value	0.16370353558
lower	value	0.155065180096154
lower	value	0.1154445569375
lower	value	0.0789037556144578
lower	value	0.158735795597826
lower	value	0.496400261153846
lower	value	0.446364584603175
lower	value	0.0887513317735849
lower	value	0.4211354425
lower	value	0.110606644627586
lower	value	0.194900649494382
lower	value	0.350198033534483
lower	value	0.4134413502
lower	value	0.480197488717949
lower	value	0.776023934651163
lower	value	0.276128953636364
lower	value	0.11710611616
lower	value	0.691207387169811
lower	value	0.28669941
lower	value	0.0670335903333333
lower	value	0.323815855955882
lower	value	0.831231219365079
lower	value	0.346202058091603
lower	value	0.582891981842105
lower	value	0.427203756065574
lower	value	0.346542485348837
lower	value	0.0853229263333333
lower	value	0.624138462941176
lower	value	0.124121341763636
lower	value	0.133027339414414
lower	value	0.392688754657895
lower	value	0.347012080307692
lower	value	0.306192028245614
lower	value	0.0808740963396226
lower	value	0.0917980624369748
lower	value	0.432924370598291
lower	value	0.561462362195122
lower	value	0.124198058714286
lower	value	0.669510562282609
lower	value	0.797936401754386
lower	value	0.112651325978723
lower	value	0.185225738022599
lower	value	0.857846553672316
lower	value	0.399271268019802
lower	value	0.238579434705882
lower	value	0.140911522711864
lower	value	0.619643491477273
lower	value	0.157624758102564
lower	value	0.199055493372434
lower	value	0.451240284444444
lower	value	0.2204725216
lower	value	0.622880925681818
lower	value	0.1268335670625
lower	value	0.198251948314607
lower	value	0.599338172
lower	value	0.254673567721519
lower	value	0.585926408148148
lower	value	0.110149217717647
lower	value	0.603814188148148
lower	value	0.579878796956522
lower	value	0.444763055238095
lower	value	0.153448658541667
lower	value	0.184386553120567
lower	value	0.626599163
lower	value	0.433347305454545
lower	value	0.0875734508139535
lower	value	0.467917544666667
lower	value	0.481059098235294
lower	value	0.148436757262295
lower	value	0.774776350574713
lower	value	0.865965416304348
lower	value	0.817253965909091
lower	value	0.341553954057143
lower	value	0.500268748944444
lower	value	0.36661867675
lower	value	0.602756790769231
lower	value	0.678821393454546
lower	value	0.837374354642857
lower	value	0.24731508450237
lower	value	0.209228055944444
lower	value	0.79189455244898
lower	value	0.705563914615385
lower	value	0.264908020833333
lower	value	0.278428831219512
lower	value	0.506272664634146
lower	value	0.661619278057554
lower	value	0.683482071666667
lower	value	0.149133495625
lower	value	0.097465807325
lower	value	0.829767777647059
lower	value	0.156390164146341
lower	value	0.272855255690476
lower	value	0.197623718604651
lower	value	0.179605638648649
lower	value	0.233671401914894
lower	value	0.756377106041667
lower	value	0.2739549275
lower	value	0.159020849313725
lower	value	0.534987911036364
lower	value	0.508644566872247
lower	value	0.34307316875
lower	value	0.230074964285714
lower	value	0.2034449832
lower	value	0.114262289282609
lower	value	0.2669107290625
lower	value	0.280711937464789
lower	value	0.582931590535714
lower	value	0.761410231753247
lower	value	0.444585141860465
lower	value	0.834448928735632
lower	value	0.213124553181818
lower	value	0.700158901607143
lower	value	0.383014924444444
lower	value	0.245371865373134
lower	value	0.601665504558824
lower	value	0.136279897666667
lower	value	0.225824858703704
lower	value	0.327255344726415
lower	value	0.661122229777778
lower	value	0.732129528085106
lower	value	0.120589533741667
lower	value	0.178400367251462
lower	value	0.6824875255
lower	value	0.107919897924528
lower	value	0.253056531166667
lower	value	0.489309728275862
lower	value	0.268358091590909
lower	value	0.378669754895833
lower	value	0.602406548342857
lower	value	0.12353733569697
lower	value	0.0888631723882353
lower	value	0.254662163953488
lower	value	0.29801066875
lower	value	0.572645678421053
lower	value	0.118699982366667
lower	value	0.663440801176471
lower	value	0.194407523466667
lower	value	0.394315352888889
lower	value	0.677346643589744
lower	value	0.349599271142857
lower	value	0.246281714705882
lower	value	0.16490703122807
lower	value	0.177550312283465
lower	value	0.569412274102564
lower	value	0.120784658208333
lower	value	0.254655480769231
lower	value	0.561345755226131
lower	value	0.497237022280702
lower	value	0.122489359489362
lower	value	0.212138234255319
lower	value	0.887183375645161
lower	value	0.137183069355828
lower	value	0.54314297443038
lower	value	0.117320977807692
lower	value	0.466421203555556
lower	value	0.461261285795455
lower	value	0.387183748571429
lower	value	0.854443168343949
lower	value	0.747462846464646
lower	value	0.115444156788462
lower	value	0.171982248333333
lower	value	0.14771421627907
lower	value	0.14379528525
lower	value	0.497188629736842
lower	value	0.148817584019608
lower	value	0.814809536
lower	value	0.331389810526316
lower	value	0.357814836790123
lower	value	0.215037887179487
lower	value	0.188696069811321
lower	value	0.215269090434783
lower	value	0.417590333219178
lower	value	0.0969860252753623
lower	value	0.740189373506493
lower	value	0.6384663775
lower	value	0.5576736856
lower	value	0.167759855164835
lower	value	0.574622473766234
lower	value	0.611621243258427
lower	value	0.250572252222222
lower	value	0.423692365846154
lower	value	0.213990015705128
lower	value	0.227175117464789
lower	value	0.333532978666667
lower	value	0.180578485609756
lower	value	0.204596178780488
lower	value	0.391943315442177
lower	value	0.805351918205128
lower	value	0.162271457581967
lower	value	0.208050292
lower	value	0.09996494446
lower	value	0.444819627889908
lower	value	0.126690489673469
lower	value	0.51211941725
lower	value	0.916672005882353
lower	value	0.10469267135
lower	value	0.544092778404908
lower	value	0.44647685
lower	value	0.259006278783784
lower	value	0.280432822288401
lower	value	0.120100187403226
lower	value	0.467282815080645
lower	value	0.394536965492958
lower	value	0.45093569825
