group	variable	value
lower	mean	0.0342120528249999
lower	mean	0.03418363995
lower	mean	0.033462390875
lower	mean	0.0180804966344537
lower	mean	0.0617210468083333
lower	mean	0.321412103916667
lower	mean	0.791924696916667
lower	mean	0.0208705714915966
lower	mean	0.242999208083333
lower	mean	0.0367712476583333
lower	mean	0.0769487039333333
lower	mean	0.254951597166667
lower	mean	0.28511716425
lower	mean	0.807426891083333
lower	mean	0.971983993529412
lower	mean	0.141756949133333
lower	mean	0.0576048183166666
lower	mean	0.457509187333333
lower	mean	0.123174317275
lower	mean	0.229284140583333
lower	mean	0.118770609873949
lower	mean	0.707264904333333
lower	mean	0.198800253083333
lower	mean	0.823687232333333
lower	mean	0.273448871764706
lower	mean	0.155135207616667
lower	mean	0.0122081920680672
lower	mean	0.787153009333333
lower	mean	0.200874506916667
lower	mean	0.043559795125
lower	mean	0.246958472166667
lower	mean	0.187829195666667
lower	mean	0.530476353166667
lower	mean	0.0194881210924369
lower	mean	0.034442728125
lower	mean	0.12994697905
lower	mean	0.353386727416667
lower	mean	0.0450517507
lower	mean	0.503209236416667
lower	mean	0.871876183666667
lower	mean	0.0538573936583333
lower	mean	0.0900399112
lower	mean	0.633506706583333
lower	mean	0.219364959333333
lower	mean	0.139490520083333
lower	mean	0.0832235201428571
lower	mean	0.288554086083333
lower	mean	0.0295221234083333
lower	mean	0.0299676171208333
lower	mean	0.308316259833333
lower	mean	0.047438372275
lower	mean	0.395477266166667
lower	mean	0.0594487574833333
lower	mean	0.0322924592268907
lower	mean	0.471237990916667
lower	mean	0.146357928907563
lower	mean	0.332181832416667
lower	mean	0.175466538571428
lower	mean	0.15015097455
lower	mean	0.731710806
lower	mean	0.313606636666667
lower	mean	0.0848931186806722
lower	mean	0.0752426317333333
lower	mean	0.449314605916667
lower	mean	0.559567797416667
lower	mean	0.0268266428833333
lower	mean	0.220913344875
lower	mean	0.230844671083333
lower	mean	0.0553638925333333
lower	mean	0.885715284416667
lower	mean	0.765765765126051
lower	mean	0.71477818575
lower	mean	0.217224506166667
lower	mean	0.344393669333333
lower	mean	0.193642617666667
lower	mean	0.795528249
lower	mean	0.904091522166667
lower	mean	0.895584536416667
lower	mean	0.104365266708333
lower	mean	0.0665728837394958
lower	mean	0.934937413666667
lower	mean	0.5262456455
lower	mean	0.106236454975
lower	mean	0.138078598
lower	mean	0.416236681333333
lower	mean	0.333616558
lower	mean	0.877515706416667
lower	mean	0.0863728787916666
lower	mean	0.0404303788823529
lower	mean	0.902078960166667
lower	mean	0.0953349599833333
lower	mean	0.16488391525
lower	mean	0.0498824640083333
lower	mean	0.113389709116667
lower	mean	0.130943976566667
lower	mean	0.938468923666667
lower	mean	0.544372987166667
lower	mean	0.0476624500833333
lower	mean	0.3523562965
lower	mean	0.327592270083333
lower	mean	0.180005580369748
lower	mean	0.121992280558333
lower	mean	0.108054991958333
lower	mean	0.0057322406369747
lower	mean	0.10328167915
lower	mean	0.213899827333333
lower	mean	0.481597604117647
lower	mean	0.32811122
lower	mean	0.180075608041667
lower	mean	0.938590660756303
lower	mean	0.0606287198166666
lower	mean	0.82840547394958
lower	mean	0.527819516083333
lower	mean	0.356044485
lower	mean	0.806038145583333
lower	mean	0.0718124270083333
lower	mean	0.0926251035666666
lower	mean	0.15596274175
lower	mean	0.50888380325
lower	mean	0.922144136166667
lower	mean	0.038765214875
lower	mean	0.116430684166667
lower	mean	0.219251814208333
lower	mean	0.0462066504333333
lower	mean	0.160588196916667
lower	mean	0.355238882833333
lower	mean	0.0955416273333333
lower	mean	0.2563950275
lower	mean	0.184542004875
lower	mean	0.04503418905
lower	mean	0.023029519775
lower	mean	0.150186407575
lower	mean	0.21050685925
lower	mean	0.472252939916667
lower	mean	0.0449208802416666
lower	mean	0.806724546333333
lower	mean	0.112698008241667
lower	mean	0.312934241833333
lower	mean	0.399269593083333
lower	mean	0.143610857166667
lower	mean	0.0931892460504201
lower	mean	0.0906692977666666
lower	mean	0.0911389148916666
lower	mean	0.71752565675
lower	mean	0.0315053367416666
lower	mean	0.0660541353833333
lower	mean	0.165463949325
lower	mean	0.694038633833333
lower	mean	0.0259096108949579
lower	mean	0.122592932191667
lower	mean	0.947634810666667
lower	mean	0.0309639725083333
lower	mean	0.749593505
lower	mean	0.0361113226890756
lower	mean	0.150901453218487
lower	mean	0.131579298583333
lower	mean	0.224476164
lower	mean	0.586491605833333
lower	mean	0.89977212025
lower	mean	0.0530394036083333
lower	mean	0.0866819344583333
lower	mean	0.0725732026
lower	mean	0.0601345336
lower	mean	0.263469314666667
lower	mean	0.0513289104833333
lower	mean	0.685674365583333
lower	mean	0.144758649583333
lower	mean	0.115989956283333
lower	mean	0.0885826386
lower	mean	0.0472276455666666
lower	mean	0.405519422166667
lower	mean	0.49509719025
lower	mean	0.0227999436974789
lower	mean	0.920887548083333
lower	mean	0.166620480358333
lower	mean	0.110173200865546
lower	mean	0.0816305536134453
lower	mean	0.418035472941176
lower	mean	0.45272337125
lower	mean	0.14173701095
lower	mean	0.173849556708333
lower	mean	0.118774172508333
lower	mean	0.0903531975666666
lower	mean	0.166637512416667
lower	mean	0.068503478925
lower	mean	0.11283797625
lower	mean	0.192444055333333
lower	mean	0.901001774166666
lower	mean	0.080590764175
lower	mean	0.135027733783333
lower	mean	0.0135330250166666
lower	mean	0.199163633416667
lower	mean	0.062349112075
lower	mean	0.330727288
lower	mean	0.812750817
lower	mean	0.0421415401583333
lower	mean	0.259839731083333
lower	mean	0.308312940416667
lower	mean	0.134981174158333
lower	mean	0.0779128630916666
lower	mean	0.057194702275
lower	mean	0.18305356912605
lower	mean	0.26655738125
lower	mean	0.27660538025
higher	value	0.897972656976744
higher	value	0.239560703061224
higher	value	0.2613253516
higher	value	0.124426510921053
higher	value	0.282973581162791
higher	value	0.180612456
higher	value	0.602082216487805
higher	value	0.147354965479452
higher	value	0.210137222222222
higher	value	0.0935522116666667
